Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Has_Outlier,Job Title_Encoded,Industry_Encoded,Job Status_Encoded,AI Impact Level_Encoded,Required Education_Encoded,Location_Encoded,Median Salary (USD)_Normalized,Experience Required (Years)_Normalized,Job Openings (2024)_Normalized,Projected Openings (2030)_Normalized,Remote Work Ratio (%)_Normalized,Automation Risk (%)_Normalized,Gender Diversity (%)_Normalized
Magazine journalist,Education,Decreasing,High,129572.29,PhD,19,6987,9057,7.21,66.53,UK,69.86,False,357,0,0,0,4,6,1.1464886062894786,1.4765206930226247,0.6806658694551052,1.3894218758842642,-1.4715918349556794,0.5695046724899773,1.150857089019962
"Librarian, academic",Finance,Increasing,Moderate,63163.89,High School,20,1870,653,98.93,18.61,USA,27.36,False,347,2,1,2,2,7,-0.7833463323215019,1.6415214968410343,-1.1078933822845913,-1.5423734717172093,1.694856748240321,-1.0970223240849442,-1.3094341888679146
Higher education careers adviser,Manufacturing,Decreasing,Moderate,56398.06,PhD,19,2166,1230,72.08,9.45,USA,43.26,False,291,5,0,2,4,7,-0.9799620484463043,1.4765206930226247,-1.0044316784513003,-1.3410829058478553,0.7679144841887223,-1.4155821589894995,-0.3889958049051561
Television camera operator,Education,Increasing,Low,73206.19,High School,18,9323,2955,95.57,38.07,Brazil,49.28,False,595,0,1,1,2,1,-0.49151606078939064,1.3115198892042153,1.4971744510583749,-0.7393043510391283,1.5788595040238078,-0.4202565612855291,-0.0405027815431555
Trade mark attorney,Education,Increasing,Low,34676.4,High School,3,168,7554,2.84,72.03,Canada,45.25,False,618,0,1,1,2,2,-1.6111957235932524,-1.1634921680719263,-1.7027981793260147,0.8650896046509212,-1.6224572984158465,0.760779682530922,-0.27379628389346483
"Education officer, community",Transportation,Decreasing,High,74140.11,PhD,7,1542,3843,75.45,83.14,UK,74.42,False,185,7,0,0,4,6,-0.4643762494723349,-0.5034889527982885,-1.2225401351809408,-0.42951921673759236,0.884256958298737,1.1471552028136303,1.4148318708356968
"Librarian, academic",Education,Increasing,Low,72401.34,Master’s Degree,16,8367,9732,5.13,14.62,Canada,35.79,False,347,0,1,1,3,2,-0.5149050846228372,0.9815182815673964,1.1630211102995025,1.6249004408094183,-1.5433996528039968,-1.2357836495510115,-0.821428177748037
Energy engineer,Healthcare,Increasing,Low,147996.55,Associate Degree,1,7179,8046,72.61,30.43,Brazil,60.76,False,193,3,1,1,0,1,1.6818994980750468,-1.4934937757087452,0.7477761638334561,1.0367273141963669,0.7862116685443034,-0.6859549388696776,0.6240653095192638
Petroleum engineer,Education,Decreasing,Low,109690.76,Master’s Degree,2,4189,4236,16.54,1.07,Canada,29.86,False,430,0,0,1,3,2,0.5687292983247878,-1.3284929718903358,-0.2973268579960715,-0.29241836338116933,-1.1494923443187552,-1.707015719742793,-1.1647111725215689
Consulting civil engineer,Manufacturing,Decreasing,Moderate,132526.16,Associate Degree,5,2501,8915,33.32,20.28,India,62.4,False,135,5,0,2,0,5,1.232328372495483,-0.8334905604351075,-0.8873381960724068,1.3398841629666762,-0.5701965830231939,-1.0389442755816027,0.7190036082424666
"Scientist, research (medical)",Retail,Increasing,Moderate,94712.08,Associate Degree,0,4512,2200,82.78,51.33,UK,27.87,False,535,6,1,2,0,6,0.133447315950969,-1.6584945795271546,-0.18442776901582486,-1.0026914866220784,1.1373104702353558,0.04089009928591198,-1.27991069353326
Child psychotherapist,Manufacturing,Increasing,Moderate,88335.71,Bachelor’s Degree,7,7444,6199,77.69,37.51,Australia,68.2,False,101,5,1,2,1,0,-0.05185065249144023,-0.5034889527982885,0.8404023513869092,0.3923881891345009,0.9615884544430786,-0.4397318350351526,1.054761006165989
Land/geomatics surveyor,Retail,Decreasing,High,53694.27,PhD,12,1867,2679,76.15,9.27,Canada,73.15,False,336,6,0,0,4,2,-1.0585344641146082,0.32151506629375864,-1.108941980634253,-0.8355889198085247,0.9084230508438439,-1.421842068409021,1.3413125785317535
Barrister's clerk,Retail,Decreasing,Moderate,52468.86,Master’s Degree,7,4806,5880,36.23,5.37,Canada,57.92,False,60,6,0,2,3,2,-1.0941450048311934,-0.5034889527982885,-0.081665130748975,0.28110276363653924,-0.46973468401424984,-1.5574734391653273,0.45965996294981526
Industrial buyer,Education,Decreasing,Moderate,96393.87,Associate Degree,18,4712,8455,31.45,1.7,Australia,60.65,False,315,0,0,2,0,0,0.18232030643721092,1.3115198892042153,-0.11452121237170931,1.179409881684349,-0.6347545731079794,-1.6851060367744666,0.6176974968000246
Patent examiner,Transportation,Decreasing,High,85665.38,Associate Degree,7,2767,9460,61.12,38.82,Germany,36.99,False,424,7,0,0,0,4,-0.12945071711611214,-0.5034889527982885,-0.7943624757357332,1.530011300572912,0.3895425209110494,-0.3941736053708548,-0.7519611299017909
"Journalist, magazine",Finance,Decreasing,Low,86825.4,Master’s Degree,15,4982,3066,15.63,50.78,China,24.83,False,333,2,0,1,3,3,-0.0957404165293266,0.816517477748987,-0.02014736090215331,-0.7005812092514363,-1.180908264627394,0.021762598281817615,-1.4558938814104165
Manufacturing engineer,Transportation,Decreasing,Low,110048.64,PhD,16,8995,5686,1.48,44.65,USA,79.98,False,361,7,0,1,4,7,0.5791293279570348,0.9815182815673964,1.3825276981620254,0.21342447979138385,-1.6694085639320542,-0.19142209472745353,1.7366958591899697
Newspaper journalist,Manufacturing,Decreasing,High,74007.77,High School,15,5493,7642,33.9,2.24,China,29.27,False,399,5,0,0,2,3,-0.4682220634924855,0.816517477748987,0.15846389132356195,0.8957890323744969,-0.5501732492001055,-1.6663263085159012,-1.1988658043793066
Radiation protection practitioner,Transportation,Increasing,Low,41193.26,Bachelor’s Degree,12,747,2360,76.44,21.03,USA,32.92,False,494,7,1,1,1,7,-1.4218151012919116,0.32151506629375864,-1.5004186978413003,-0.9468743453064863,0.9184347177553879,-1.0128613196669285,-0.9875702005136417
Higher education careers adviser,Entertainment,Decreasing,Low,117802.49,Associate Degree,11,9186,6910,32.85,52.56,UK,47.8,False,291,1,0,1,0,6,0.8044570069667498,0.1565142624753492,1.4492884597571558,0.6404256108556632,-0.5864223880177656,0.08366614698597792,-0.12617880722019237
"Scientist, forensic",Transportation,Increasing,Low,37616.79,Associate Degree,20,7238,4197,15.94,56.27,Brazil,57.69,False,529,7,1,1,0,1,-1.525747687574581,1.6415214968410343,0.7683985980434702,-0.3060237915768449,-1.1702061379288469,0.21268983557723334,0.4463454454459512
Orthoptist,Healthcare,Decreasing,Low,74134.38,Associate Degree,2,3990,1715,96.61,9.88,Brazil,39.28,False,417,3,0,1,0,1,-0.4645427638620542,-1.3284929718903358,-0.36688388185696647,-1.1718871962349668,1.6147634129479667,-1.4006279309317526,-0.6193948469285383
Musician,Entertainment,Increasing,High,141317.65,Master’s Degree,6,4789,8270,50.89,63.24,Australia,48.79,False,394,1,1,0,3,0,1.4878099766968949,-0.6684897566166981,-0.08760718806372482,1.114871312038196,0.03637233985898799,0.4550874392109395,-0.06886849274703936
Publishing copy,Healthcare,Decreasing,High,99644.39,Bachelor’s Degree,5,1157,2170,6.34,8.15,USA,67.55,False,487,3,0,0,1,7,0.27678075217380105,-0.8334905604351075,-1.3571102567208633,-1.013157200618752,-1.5016268356903124,-1.460792615908268,1.0171330219159387
"Surveyor, building",Healthcare,Increasing,Low,114126.23,Master’s Degree,16,9532,5339,7.07,21.02,Germany,27.91,False,567,3,1,1,3,4,0.6976245130139062,0.9815182815673964,1.5702268027514756,0.09237105456319353,-1.4764250534647008,-1.0132090924124575,-1.2775951252717186
"Administrator, education",IT,Increasing,Moderate,139198.02,Master’s Degree,1,664,7994,79.15,17.15,Germany,57.87,False,14,4,1,2,3,4,1.426213310749093,-1.4934937757087452,-1.5294299188486082,1.0185867432687994,1.0119920188943017,-1.1477971449321769,0.4567655026228881
"Scientist, forensic",Finance,Decreasing,Low,128406.45,High School,11,4464,5786,80.69,31.83,India,53.99,False,529,2,0,1,2,5,1.1126091759037107,0.1565142624753492,-0.20120534261041262,0.2483101931136289,1.0651574224935365,-0.6372667544956191,0.23215538125335985
"Scientist, forensic",Healthcare,Decreasing,Low,48698.61,Master’s Degree,13,8640,1131,67.48,95.18,Canada,35.56,False,529,3,0,1,3,2,-1.2037088578572872,0.48651587011216807,1.2584435601187203,-1.375619762036878,0.6091087331780204,1.5658735884305346,-0.8347426952519006
"Designer, textile",Manufacturing,Decreasing,Moderate,57532.08,Bachelor’s Degree,20,4869,2003,38.42,52.23,USA,77.55,False,166,5,0,2,1,7,-0.947007310535383,1.6415214968410343,-0.0596445654060786,-1.0714163418669012,-0.3941293373374154,0.07218964638352106,1.5960250873013213
Clinical embryologist,Healthcare,Decreasing,High,108933.78,PhD,15,2328,1163,97.61,49.03,Brazil,27.38,False,111,3,0,0,4,1,0.5467313816180198,0.816517477748987,-0.9478073675695667,-1.3644563337737596,1.6492864022981193,-0.03909763218575569,-1.308276404737144
"Accountant, chartered certified",Manufacturing,Increasing,High,132578.99,Associate Degree,15,7210,2126,51.34,86.74,Brazil,74.14,False,3,5,1,0,0,1,1.2338636177326336,0.816517477748987,0.758611680113294,-1.0285069144805397,0.051907685066556776,1.2723533912040665,1.398622893004906
"Buyer, industrial",Finance,Increasing,Low,141997.05,PhD,0,6270,640,67.18,78.62,Brazil,23.41,False,74,2,1,1,4,1,1.5075534106192945,-1.6584945795271546,0.4300508638859509,-1.546908614449101,0.5987518363729747,0.9899619218345267,-1.5380965546951408
"Research officer, trade union",Manufacturing,Decreasing,Low,46457.85,Bachelor’s Degree,4,1513,1071,98.45,96.98,Germany,58.27,False,506,5,0,1,1,4,-1.2688255740715302,-0.9984913642535169,-1.2326765858943376,-1.396551190030225,1.6782857133522477,1.6284726826257527,0.47992118523830374
Office manager,Healthcare,Increasing,Moderate,60577.9,Master’s Degree,5,9777,6769,37.72,26.92,Germany,78.29,False,409,3,1,2,3,4,-0.8584954678660807,-0.8334905604351075,1.6558623346405172,0.5912367550712977,-0.41829542988252233,-0.8080231725503532,1.6388631001398402
Field seismologist,Education,Decreasing,Low,122504.21,Associate Degree,13,8988,9898,58.79,48.82,Germany,34.65,False,243,0,0,1,0,4,0.9410894740577507,0.48651587011216807,1.3800809686794813,1.6828107249243451,0.3091039557251938,-0.04640085984186451,-0.8874218732019706
Pensions consultant,Finance,Decreasing,High,88440.65,Bachelor’s Degree,9,6763,4594,24.57,97.18,India,39.97,False,427,2,0,0,1,5,-0.048801085291239464,-0.17348734516146969,0.6023705260136958,-0.16752750968753205,-0.8722727398370296,1.6354281375363326,-0.579451294416947
"Nurse, mental health",Retail,Decreasing,High,86723.09,Master’s Degree,16,4913,8281,53.02,57.6,Brazil,62.71,False,403,6,0,0,3,1,-0.09871355565885367,0.9815182815673964,-0.04426512294437318,1.1187087405036427,0.1099063071748132,0.258943610732589,0.7369492622694136
Bookseller,Retail,Decreasing,Low,107690.97,High School,17,2643,1924,57.55,92.96,USA,58.44,False,66,6,0,1,2,7,0.5106151951106637,1.1465190853858058,-0.8377045408550847,-1.0989760553914747,0.26629544893100443,1.4886680389230984,0.48976235034985494
Radio broadcast assistant,Entertainment,Increasing,High,42714.7,High School,11,6676,8944,67.05,75.56,Canada,79.23,False,495,1,1,0,2,2,-1.3776018983085498,0.1565142624753492,0.5719611738735054,1.3500010198301273,0.5942638477574546,0.8835434617026556,1.693278954286066
Chartered accountant,IT,Increasing,High,58040.0,Master’s Degree,19,5612,5429,69.06,23.68,Brazil,79.86,False,86,4,1,0,3,1,-0.9322471030613392,1.4765206930226247,0.2000582925268107,0.12376819655321407,0.6636550563512615,-0.9207015421017462,1.729749154405345
Field trials officer,Education,Increasing,Moderate,111200.65,Bachelor’s Degree,9,2744,4708,75.34,3.1,Brazil,72.11,False,244,0,1,2,1,1,0.6126068571194483,-0.17348734516146969,-0.8024017297498064,-0.1277577965001727,0.8804594294702202,-1.636417852400408,1.2811078037316732
Farm manager,Healthcare,Decreasing,High,82024.01,PhD,1,6974,3786,35.02,19.34,China,53.03,False,240,3,0,0,4,3,-0.23526930407815136,-1.4934937757087452,0.6761219432732376,-0.449404073331272,-0.5115075011279343,-1.071634913661328,0.17658174297636303
Maintenance engineer,Retail,Increasing,High,112662.1,PhD,3,1691,9256,70.51,9.67,China,52.72,False,358,6,1,0,4,3,0.6550767445287676,-1.1634921680719263,-1.1704597504810748,1.4588444453955318,0.713713390908983,-1.4079311585878613,0.15863608894941605
"Pharmacist, hospital",Education,Decreasing,High,115534.51,Associate Degree,16,5087,8321,97.66,77.74,Australia,51.23,False,432,0,0,0,0,0,0.738549274751082,0.9815182815673964,0.01655358133600736,1.1326630258325407,1.651012551765627,0.9593579202279752,0.0723811712069939
Haematologist,Retail,Increasing,High,60679.76,High School,16,2131,7320,88.4,88.19,China,56.5,False,281,6,1,0,2,3,-0.8555354057828666,0.9815182815673964,-1.0166653258640206,0.7834570354768678,1.3313296703832138,1.32278043930577,0.3774572896650908
IT trainer,Education,Decreasing,Moderate,147634.49,PhD,15,1738,8454,88.55,41.67,China,67.99,False,311,0,0,2,4,3,1.6713779972126033,0.816517477748987,-1.1540317096697077,1.1790610245511266,1.3365081187857364,-0.2950583728950925,1.0426042727928952
Archivist,Manufacturing,Decreasing,High,137560.64,High School,7,3317,3651,92.22,67.56,India,52.41,False,43,5,0,0,2,5,1.378630879433434,-0.5034889527982885,-0.6021194449644154,-0.4964997863163028,1.4632074897007965,0.6053252652794634,0.14069043492246905
Mental health nurse,Finance,Decreasing,High,99155.65,Associate Degree,9,2748,3296,9.72,82.98,Germany,45.41,False,376,2,0,0,0,4,0.26257791747372183,-0.17348734516146969,-0.801003598616924,-0.6203440686102727,-1.3849391316867963,1.1415908388851663,-0.2645340108472989
"Scientist, biomedical",Manufacturing,Increasing,High,96082.85,Bachelor’s Degree,6,5336,3301,21.83,20.88,UK,31.1,False,527,5,1,0,1,6,0.17328203322769575,-0.6684897566166981,0.10358724435793122,-0.6185997829441605,-0.9668657306564479,-1.0180779108498634,-1.0929285564137814
Newspaper journalist,Retail,Decreasing,Low,40361.51,Master’s Degree,15,8078,4596,22.5,44.07,China,78.93,False,399,6,0,1,3,3,-1.4459858418938487,0.816517477748987,1.0620061359487556,-0.16682979542108714,-0.9437353277918455,-0.2115929139681349,1.6759121923245048
"Engineer, agricultural",Finance,Increasing,Moderate,59877.18,Associate Degree,13,2757,1707,93.95,29.82,China,35.88,False,196,2,1,2,0,3,-0.8788584631826896,0.48651587011216807,-0.7978578035679389,-1.1746780533007464,1.5229322612765608,-0.707169076346946,-0.8162181491595684
"Sound technician, broadcasting/film/video",Finance,Increasing,Low,87457.71,Master’s Degree,12,3693,4543,55.41,58.63,USA,36.89,False,553,2,1,1,3,7,-0.0773654228533288,0.32151506629375864,-0.47069511847347806,-0.18531922348187702,0.19241625172167778,0.29476420352207505,-0.7577500505556448
Fish farm manager,IT,Increasing,High,43494.08,Bachelor’s Degree,14,3744,3941,88.32,74.77,UK,58.83,False,254,4,1,0,1,6,-1.3549530352964214,0.6515166739305776,-0.4528689465292286,-0.3953312176817922,1.3285678312352012,0.8560694148058652,0.5123391408998849
Academic librarian,IT,Decreasing,High,122466.19,Associate Degree,16,8706,5649,28.33,13.92,China,59.95,False,0,4,0,0,0,3,0.9399846089448132,0.9815182815673964,1.2815127238112785,0.20051676586215317,-0.7424662998804556,-1.2601277417380405,0.577175052223048
Insurance account manager,Finance,Decreasing,High,58134.65,Bachelor’s Degree,17,2003,2874,99.84,56.77,USA,54.08,False,319,2,0,0,1,7,-0.9294965643201629,1.1465190853858058,-1.0614055221162546,-0.7675617788301469,1.7262726685489598,0.23007847285368285,0.23736540984182808
English as a foreign language teacher,Education,Increasing,Low,62435.05,Associate Degree,7,7141,7541,33.34,44.79,UK,60.91,False,224,0,1,1,0,6,-0.8045264977321611,-0.5034889527982885,0.7344939180710741,0.8605544619190294,-0.5695061232361908,-0.18655327629004764,0.6327486905000445
Forest/woodland manager,Entertainment,Increasing,Moderate,66871.38,PhD,9,980,9557,85.73,98.8,Canada,29.54,False,260,1,1,2,4,2,-0.6756062913545333,-0.17348734516146969,-1.4189775593509055,1.5638504424954895,1.239153288818306,1.6917673223120289,-1.1832357186139013
Chief of Staff,Retail,Decreasing,High,98702.58,Bachelor’s Degree,10,1373,8815,93.28,56.76,Germany,63.11,False,100,6,0,0,1,4,0.24941165664472337,-0.008486541343060247,-1.2816111755452186,1.3049984496444313,1.4998018584119583,0.2297307001081537,0.7601049448848288
"Pharmacist, hospital",Education,Decreasing,High,128531.6,Associate Degree,18,2988,1397,37.4,57.39,Germany,40.42,False,432,0,0,0,0,4,1.1162460477838823,1.3115198892042153,-0.7171157306439854,-1.282823764599706,-0.4293427864745712,0.2516403830764802,-0.5534011514746046
Office manager,Retail,Decreasing,High,90393.1,High School,1,3348,826,43.92,68.71,Brazil,50.43,False,409,6,0,0,2,1,0.007937312650753288,-1.4934937757087452,-0.5912839286845775,-1.4820211876697253,-0.2042528959115759,0.6453191310152969,0.02606980597616344
"Teacher, early years/pre",Finance,Decreasing,Moderate,35024.9,Master’s Degree,2,5037,3439,89.97,41.61,Germany,65.07,False,585,2,0,2,3,4,-1.6010682777263752,-1.3284929718903358,-0.0009230578250215317,-0.5704574985594623,1.385530763662953,-0.29714500936826654,0.8735677897003634
Museum/gallery conservator,Entertainment,Increasing,Low,114772.71,Associate Degree,14,774,5105,98.67,53.04,Germany,74.2,False,389,1,1,1,0,4,0.7164112883482501,0.6515166739305776,-1.4909813126943448,0.01073848538914013,1.6858807710092811,0.10035923877136935,1.4020962453972186
"Designer, textile",IT,Decreasing,Moderate,35450.56,Bachelor’s Degree,6,4216,459,23.32,66.29,India,67.51,False,166,4,0,2,1,5,-1.5886985543183554,-0.6684897566166981,-0.2878894728491159,-1.6100517555623646,-0.9154264765247203,0.5611581265972817,1.0148174536543975
Arts development officer,Retail,Increasing,Moderate,96354.22,Associate Degree,7,5286,9948,16.56,5.62,China,41.9,False,52,6,1,2,0,3,0.1811680733565176,-0.5034889527982885,0.08611060519690233,1.7002535815854676,-1.1488018845317522,-1.5487791205271026,-0.46772512579756814
"Geologist, engineering",Entertainment,Increasing,Moderate,61496.69,Associate Degree,8,6493,4744,67.8,37.02,Germany,24.27,False,273,1,1,2,0,4,-0.8317953359061722,-0.33848814897987917,0.5079966745441398,-0.11519893970416448,0.620156089770069,-0.45677269956607297,-1.4883118370719979
"Designer, television/film set",Entertainment,Increasing,Moderate,109961.72,Master’s Degree,0,351,5241,64.61,45.77,Brazil,45.62,False,165,1,1,2,3,1,0.5766034238114136,-1.6584945795271546,-1.638833679996649,0.05818305550739339,0.5100277537430822,-0.15247154722820644,-0.2523772774742058
Facilities manager,Retail,Decreasing,Moderate,63286.16,Master’s Degree,4,1723,1244,53.31,94.32,India,38.83,False,239,6,0,2,3,5,-0.7797931535377339,-0.9984913642535169,-1.1592747014180163,-1.336198905982741,0.11991797408635743,1.535965132315041,-0.6454449898708807
Web designer,Transportation,Decreasing,Moderate,68266.51,PhD,19,4941,4089,88.41,41.6,UK,34.94,False,635,7,0,2,4,6,-0.6350636699707277,1.4765206930226247,-0.034478205014197,-0.3437003619648695,1.331674900276715,-0.2974927821137955,-0.8706340033057947
Technical brewer,Entertainment,Decreasing,Moderate,95773.19,Associate Degree,10,9349,2230,91.44,63.28,China,63.59,False,592,1,0,2,0,3,0.1642832817581485,-0.008486541343060247,1.5062623034221099,-0.9922257726254049,1.4362795580076775,0.45647853019305545,0.7878917640233274
Video editor,Transportation,Increasing,Moderate,91919.18,Associate Degree,15,9807,4460,90.44,29.65,China,22.1,False,627,7,1,2,0,3,0.052285354511653725,0.816517477748987,1.6663483181371346,-0.2142743655393404,1.4017565686575248,-0.713081213020939,-1.613931415260626
Corporate treasurer,Finance,Decreasing,Low,127791.76,Master’s Degree,0,6882,4489,88.86,57.8,Australia,22.52,False,142,2,0,1,3,0,1.094746221241126,-1.6584945795271546,0.6439649272169445,-0.20415750867588933,1.3472102454842838,0.2658990656431687,-1.58961794851444
Risk analyst,Transportation,Increasing,Low,70492.07,High School,15,5250,8017,33.95,54.21,Brazil,56.22,False,517,7,1,1,2,1,-0.5703886673208358,0.816517477748987,0.07352742500096154,1.0266104573329158,-0.5484470997325976,0.14104864999826128,0.3612483118343
Retail merchandiser,Transportation,Increasing,High,66414.36,Master’s Degree,4,2978,1801,71.26,58.07,Germany,68.29,False,516,7,1,0,3,4,-0.6888873395900577,-0.9984913642535169,-0.7206110584761912,-1.1418854827778362,0.7396056329215974,0.2752889297724515,1.0599710347544575
Database administrator,IT,Decreasing,Low,134272.8,Bachelor’s Degree,20,3544,1907,58.35,41.97,UK,41.65,False,152,4,0,1,1,6,1.2830859106559485,1.6415214968410343,-0.5227755031733442,-1.1049066266562564,0.2939138404111267,-0.2846251905292229,-0.48219742743220273
"Engineer, land",Manufacturing,Increasing,Low,35226.06,High School,3,9640,7541,45.9,33.08,Brazil,26.14,False,210,5,1,1,2,1,-1.595222547423417,-1.1634921680719263,1.607976343339298,0.8605544619190294,-0.13589737699827376,-0.5937951613044953,-1.3800590208449313
Operational investment banker,Education,Decreasing,Moderate,107080.15,Associate Degree,2,2605,2481,84.39,53.75,USA,60.76,False,411,0,0,2,0,7,0.49286470304637103,-1.3284929718903358,-0.8509867866174667,-0.9046626321865698,1.1928924830891015,0.1250511037039277,0.6240653095192638
Horticultural therapist,Education,Decreasing,High,35069.65,Master’s Degree,1,2961,8900,20.29,61.06,Brazil,70.86,False,297,0,0,0,3,1,-1.5997678381208005,-1.4934937757087452,-0.7265531157909411,1.3346513059683396,-1.020031134255683,0.37927298068561965,1.2087462955585004
Aid worker,Entertainment,Increasing,Moderate,139286.7,High School,7,8889,5040,70.87,49.57,Brazil,45.45,False,27,1,1,2,2,1,1.4287903606758503,-0.5034889527982885,1.3454772231406442,-0.011937228270319148,0.7261416670750379,-0.02031790392719024,-0.262218442585757
Midwife,Healthcare,Increasing,Low,62852.72,Bachelor’s Degree,0,1563,5171,65.76,22.13,Australia,66.98,False,382,3,1,1,1,0,-0.7923889645464549,-1.6584945795271546,-1.2151999467333088,0.03376305618182186,0.5497291914957579,-0.9746063176587396,0.9841361741889721
"Therapist, horticultural",Manufacturing,Increasing,High,139339.4,PhD,3,8387,2712,2.63,71.16,UK,42.94,False,607,5,1,0,4,6,1.4303218280996215,-1.1634921680719263,1.170011765963914,-0.8240766344121838,-1.6297071261793783,0.7305234536698997,-0.4075203509974884
"Psychologist, educational",Finance,Increasing,Low,76483.42,Master’s Degree,18,7135,4139,6.01,14.13,China,66.03,False,474,2,1,1,3,3,-0.3962794197038645,1.3115198892042153,0.7323967213717507,-0.326257505303747,-1.5130194221758626,-1.2528245140819316,0.9291414279773607
"Restaurant manager, fast food",Manufacturing,Increasing,Low,127025.33,Bachelor’s Degree,9,9716,4134,45.57,45.46,Canada,73.73,False,512,5,1,1,1,2,1.0724736865617843,-0.17348734516146969,1.634540834864062,-0.32800179096985926,-0.14728996348382406,-0.16325250233960523,1.3748883183241056
Race relations officer,Entertainment,Increasing,Moderate,83360.95,Bachelor’s Degree,17,8381,443,15.41,1.31,India,55.72,False,493,1,1,2,1,5,-0.19641769008313614,1.1465190853858058,1.1679145692645907,-1.6156334696939239,-1.1885033222844277,-1.6986691738500972,0.3323037085650309
"Doctor, hospital",Education,Increasing,Moderate,90161.59,Associate Degree,7,1027,6173,26.13,5.45,Brazil,63.34,False,174,0,1,2,0,1,0.0012096082242372742,-0.5034889527982885,-1.4025495185395385,0.3833179036707172,-0.8184168764507914,-1.5546912572010954,0.7734194623886929
Hydrologist,Education,Increasing,High,46259.22,PhD,10,1941,9165,37.58,51.92,UK,58.97,False,307,0,1,0,4,6,-1.2745977823141064,-0.008486541343060247,-1.0830765546759304,1.4270984462722889,-0.42312864839154374,0.06140869127212253,0.5204436298152803
Physiotherapist,Education,Increasing,Low,148050.61,High School,8,7819,6914,82.85,70.28,India,27.51,False,437,0,1,1,2,5,1.6834704872387867,-0.33848814897987917,0.9714771450946259,0.641821039388553,1.1397270794898662,0.6999194520633487,-1.3007508078871337
"Psychotherapist, child",Retail,Decreasing,High,138875.03,High School,4,6822,5104,72.29,17.97,Brazil,67.9,False,480,6,0,0,2,1,1.4168271881076508,-0.9984913642535169,0.6229929602237099,0.010389628255917679,0.7751643119522547,-1.1192797797987997,1.0373942442044275
Information systems manager,Manufacturing,Decreasing,Moderate,138726.47,PhD,13,4243,4717,50.81,50.07,USA,60.38,False,318,5,0,2,4,7,1.4125100192181725,0.48651587011216807,-0.2784520877021603,-0.12461808230117065,0.033610500710975835,-0.0029292666507407263,0.6020674110346195
Theatre stage manager,Healthcare,Increasing,Moderate,116501.16,PhD,19,1294,4384,75.17,80.31,Germany,24.02,False,602,3,1,2,4,4,0.7666402232366398,1.4765206930226247,-1.3092242654196442,-0.24078750766424664,0.8745905212806941,1.048735515828926,-1.5027841387066325
Water engineer,Manufacturing,Decreasing,Low,99711.52,High School,10,8872,2977,62.48,17.11,Brazil,73.06,False,633,5,0,1,2,1,0.2787315568826777,-0.008486541343060247,1.3395351658258943,-0.7316294941082344,0.43649378642725695,-1.1491882359142926,1.3361025499432848
Tree surgeon,IT,Increasing,Low,117366.63,PhD,18,5633,1554,79.12,60.72,Canada,58.07,False,625,4,1,1,4,2,0.7917908705089676,1.3115198892042153,0.20739848097444283,-1.2280531946837814,1.010956329213797,0.3674487073376339,0.4683433439305959
Physiological scientist,Healthcare,Decreasing,Low,84083.0,High School,13,1689,854,74.23,61.41,UK,45.42,False,436,3,0,1,2,6,-0.1754348427712891,0.48651587011216807,-1.171158816047516,-1.4722531879394967,0.8421389112915507,0.3914450267791341,-0.26395511878191324
"Surveyor, quantity",Retail,Decreasing,High,100257.2,PhD,10,3128,1410,32.9,30.93,India,76.03,False,576,6,0,0,4,5,0.2945890738429,-0.008486541343060247,-0.6681811409931045,-1.2782886218678142,-0.5846962385502581,-0.6685663015932282,1.5080334933627435
"Development worker, community",Finance,Decreasing,Low,66051.46,High School,10,4786,6247,70.3,32.68,India,53.09,False,167,2,0,1,2,5,-0.699433250938952,-0.008486541343060247,-0.08865578641338656,0.4091333315291785,0.7064635631454507,-0.6077060711256549,0.18005509536867548
Biomedical scientist,Transportation,Decreasing,Low,72733.93,PhD,3,4606,2403,6.9,15.28,UK,32.62,False,64,7,0,1,4,6,-0.5052399849933835,-1.1634921680719263,-0.15157168739309057,-0.931873488577921,-1.4822939616542268,-1.212830648346098,-1.0049369624752034
"Development worker, international aid",Education,Increasing,High,139446.75,Master’s Degree,13,7199,826,49.72,24.37,Germany,44.44,False,168,0,1,0,3,4,1.4334414301478549,0.48651587011216807,0.7547668194978676,-1.4820211876697253,-0.004019557680690662,-0.8967052226602458,-0.320686541189681
Financial trader,IT,Decreasing,Low,33617.97,Associate Degree,17,8189,316,57.22,42.01,India,37.98,False,251,4,0,1,0,5,-1.641953808324612,1.1465190853858058,1.1008042748862397,-1.659938325613175,0.2549028624454541,-0.283234099547107,-0.6946508154286383
Automotive engineer,Transportation,Increasing,High,33378.84,Bachelor’s Degree,17,9154,7393,47.87,58.49,UK,63.34,False,56,7,1,0,1,6,-1.648902950735362,1.1465190853858058,1.4381034106940973,0.8089236062021068,-0.06788708797847309,0.28989538508466917,0.7734194623886929
Retail manager,Education,Increasing,Low,45190.24,PhD,4,1444,2673,83.25,55.57,Australia,40.27,False,515,0,1,1,4,0,-1.3056624511312496,-0.9984913642535169,-1.2567943479365575,-0.8376820626078594,1.1535362752299274,0.18834574339020393,-0.5620845324553853
